Study area,Site,Date deployed,Date retrieved,Collector Number,Collector Size (m2),Condition on retrieval,Species,"Size CL, CW or TL",Sex,Claws,Notes
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1271,0.56,OK,Homarus americanus,8.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1271,0.56,OK,Homarus americanus,9.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,30.8,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,16.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,15.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,14.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,9.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,13,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1272,0.56,OK,Homarus americanus,7.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1273,0.56,OK,Homarus americanus,20.4,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1273,0.56,OK,Homarus americanus,26.7,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1273,0.56,OK,Homarus americanus,8.8,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1273,0.56,OK,Homarus americanus,9.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1274,0.56,OK,Homarus americanus,17.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1274,0.56,OK,Homarus americanus,34.7,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1274,0.56,OK,Homarus americanus,20.6,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1274,0.56,OK,Homarus americanus,18.8,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1274,0.56,OK,Homarus americanus,11.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1274,0.56,OK,Homarus americanus,8.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,19.7,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,28.7,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,22.7,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,10.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,12.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,11.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,8.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,8.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,10,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,15.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,10.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1275,0.56,OK,Homarus americanus,6.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1276,0.56,OK,Homarus americanus,18.3,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1276,0.56,OK,Homarus americanus,11.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1276,0.56,OK,Homarus americanus,7.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1276,0.56,OK,Homarus americanus,8.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1276,0.56,OK,Homarus americanus,9.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,28.8,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,21.8,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,15.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,14.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,15.9,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,11.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,9.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,9.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,8.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1277,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,33,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,18,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,17.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,14.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,10.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,9.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,13.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,8.8,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,8.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,7.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,8.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1278,0.56,OK,Homarus americanus,10.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,20.4,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,34.4,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,19.6,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,13.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,8.9,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1279,0.56,OK,Homarus americanus,14.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1280,0.56,>1/2,Homarus americanus,14.8,,,Not used in our analysis because of sedimentation
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1280,0.56,>1/2,Homarus americanus,10.4,,,Not used in our analysis because of sedimentation
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1280,0.56,>1/2,Homarus americanus,8.4,,,Not used in our analysis because of sedimentation
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1280,0.56,>1/2,Homarus americanus,9.4,,,Not used in our analysis because of sedimentation
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1281,0.56,OK,,,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1282,0.56,OK,,,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,32,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,31.3,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,16.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,15.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,12.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,13.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,11.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,8,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,11.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,13.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,7.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,8.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,14.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,14.7,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,15.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,10,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,18.6,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,11.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,9.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,13.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1283,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,37.2,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,17.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,9.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,12.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,14.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,21.6,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,9.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,15.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,8.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,8.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,7.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1284,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,19.1,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,25.4,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,17.9,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,26.2,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,9.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,10.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,9.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,8.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,9.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,8.9,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,7.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,8.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1285,0.56,OK,Homarus americanus,6.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,36.3,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,17,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,20.6,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,27.3,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,11.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,17.8,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,13.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,13.9,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,11.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,10.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,8.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,8.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,6.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,7.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1286,0.56,OK,Homarus americanus,7.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,14.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,30.5,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,9.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,16.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,9.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,7.3,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1287,0.56,OK,Homarus americanus,11.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,16.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,21.1,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,11.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,14,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,9.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,9.4,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,10.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,17.2,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1288,0.56,OK,Homarus americanus,7.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1289,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,18,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,14,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,25,F,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,21,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,14.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,15.4,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,9.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,13,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,21.9,M,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,9.5,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,10.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,9.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,9.1,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,10,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,9.7,,,
"Gulf St. Lawrence, PEI
",Alberton,19-07-08,19-10-07,1290,0.56,OK,Homarus americanus,7.6,,,
